customer_id,clv_estimate,clv_estimate_hdi_3%,clv_estimate_hdi_97%,monetary_value
12617,7243.95,6976.9,7494.882,0.0
12618,7864.268,7570.631,8134.285,0.0
12619,21466.643,21328.197,21635.113,428.01142857142855
12620,8579.386,8467.138,8698.82,388.875
12621,63812.549,63343.928,64329.005,821.9725
12622,2413.655,2320.659,2506.455,0.0
12623,2108.875,2028.156,2192.428,0.0
12624,5905.517,5787.397,6019.043,341.19
12625,6532.018,6243.031,6804.37,967.2
12626,29645.386,29334.664,29963.534,673.405
12627,39311.086,38764.046,39873.117,618.4183333333334
12628,12997.504,12637.045,13365.789,226.41
12630,16178.804,15759.812,16657.555,569.09
12631,5676.824,5470.979,5877.275,0.0
12633,8673.005,8585.686,8765.64,376.7866666666667
12635,11584.79,11100.07,12119.437,1005.54
12637,24826.31,24467.378,25172.226,741.87
12638,6969.102,6710.907,7206.544,0.0
12639,2367.007,2275.59,2458.234,0.0
12640,11043.526,10706.725,11387.329,204.995
12641,3920.207,3775.061,4062.991,0.0
12642,11873.342,11676.68,12066.225,323.40500000000003
12643,14284.296,14061.537,14489.104,618.36
12644,3647.758,3513.477,3782.597,0.0
12645,9276.128,9165.875,9381.925,462.02666666666664
12646,16037.909,15575.936,16521.738,615.28
12647,17656.797,17556.094,17755.926,335.082
12648,3245.038,3124.617,3366.601,0.0
12649,4614.763,4505.777,4736.684,248.51000000000002
12650,9741.295,9369.944,10092.649,0.0
12651,1807.943,1736.219,1878.863,0.0
12652,1821.386,1749.208,1892.804,0.0
12653,9118.079,8584.09,9599.842,1430.75
12654,4891.292,4695.518,5087.722,145.12666666666667
12656,25483.446,24939.824,26054.333,877.4925
12657,6354.366,5970.313,6743.143,42.5
12658,8125.193,7816.464,8401.755,0.0
12659,7243.95,6976.9,7494.882,0.0
12660,8807.022,8484.486,9127.066,0.0
12662,18361.836,18268.63,18457.96,395.06666666666666
12664,24021.764,23837.813,24218.716,527.5375
12665,1853.546,1780.186,1926.151,0.0
12667,5633.301,5436.947,5840.598,0.0
12668,16946.674,16418.571,17435.714,1100.8266666666666
12669,5171.619,5059.385,5281.031,471.43
12670,18274.153,18006.637,18537.012,590.75
12672,1830.46,1757.975,1902.213,0.0
12673,3907.631,3831.471,3985.149,389.62
12674,12675.086,12535.539,12830.056,451.2866666666667
12676,6815.526,6611.155,7019.883,164.378
12678,84340.467,82734.272,85969.328,2175.8975
12679,4434.202,4188.55,4652.842,106.32000000000001
12680,10875.982,10528.863,11224.651,183.67666666666665
12681,59688.042,59341.235,60042.022,646.5142105263158
12682,57899.655,57734.705,58154.117,459.69153846153847
12683,36164.312,35809.736,36513.252,732.753
12684,15980.241,15810.748,16152.787,299.0883333333333
12685,33471.768,33111.08,34002.046,462.76800000000003
12686,1657.095,1591.028,1722.405,0.0
12688,3962.487,3815.644,4106.603,0.0
12689,10818.399,10422.547,11151.358,736.5799999999999
12690,2648.539,2547.805,2749.701,0.0
12691,6240.349,6062.447,6416.618,171.16
12693,5845.673,5717.925,5979.642,231.28666666666666
12694,6369.925,6243.153,6497.517,430.17
12695,6749.72,6514.054,6992.057,164.28333333333333
12697,8216.538,8065.658,8372.172,283.54499999999996
12700,28802.249,27874.712,29755.914,1282.52
12701,5342.45,5226.206,5450.624,460.63
12702,8036.315,7733.98,8312.703,0.0
12703,5122.733,4940.428,5308.402,0.0
12704,17718.243,17485.743,17953.421,275.2133333333333
12705,30085.445,29683.378,30545.149,853.5557142857143
12707,2021.84,1944.254,2102.364,0.0
12708,13825.481,13701.678,13946.302,279.60777777777776
12709,44945.707,44618.643,45256.011,654.4942857142858
12710,6332.257,6155.523,6505.996,215.03000000000003
12712,20727.696,20623.471,20838.749,334.89166666666665
12713,10144.89,9743.608,10505.595,0.0
12714,22459.834,21955.386,22969.085,935.1400000000001
12715,4117.929,3964.041,4265.737,0.0
12716,7460.275,7309.63,7598.419,375.59000000000003
12717,5077.081,4975.71,5177.819,421.24
12718,5122.733,4940.428,5308.402,0.0
12719,10749.031,10537.273,10987.168,343.65
12720,26967.234,26810.629,27138.178,264.517
12721,13151.891,13039.513,13263.728,469.92600000000004
12722,9588.392,9442.18,9741.149,324.03000000000003
12723,12539.097,12157.093,12911.927,212.82999999999998
12724,6515.793,6420.291,6611.452,292.17
12725,1657.095,1591.028,1722.405,0.0
12726,13590.445,13505.938,13681.886,406.46999999999997
12727,19704.35,19417.221,20001.144,686.64
12728,5140.881,4992.932,5288.734,194.59666666666666
12729,3962.487,3815.644,4106.603,0.0
12731,84358.772,83141.106,85702.76,1773.2509999999997
12732,2922.401,2811.727,3032.31,0.0
12733,2397.902,2305.529,2490.23,0.0
12734,1731.273,1662.583,1799.348,0.0
12735,4099.07,4012.225,4186.915,459.8
12736,1816.883,1744.857,1888.134,0.0
12738,1653.367,1587.429,1718.537,0.0
12739,5525.466,5178.362,5863.705,37.5
12740,5425.328,5231.468,5619.171,0.0
12743,3559.411,3427.933,3691.319,0.0
12744,36869.506,35297.587,38291.518,2355.773333333333
12747,19881.533,19790.52,19987.395,383.745
12748,151184.232,150928.14,151380.61,284.60089285714287
12749,24906.098,24173.359,25655.526,1077.26
12750,3665.957,3530.863,3801.386,0.0
12752,4788.867,4612.321,4959.372,0.0
12753,82347.391,79804.067,84842.098,3547.3599999999997
12754,16819.271,16040.955,17514.584,1482.585
12755,2086.574,1950.573,2234.144,17.549999999999997
12756,4637.739,4472.314,4809.215,0.0
12757,29170.921,28905.257,29468.427,519.9814285714285
12758,8601.243,8153.885,9025.437,1221.4
12759,8463.159,8309.933,8623.781,543.32
12762,34588.517,32528.436,36536.833,1436.93
12763,2681.321,2589.919,2774.617,174.0
12764,1891.719,1816.831,1965.731,0.0
12766,28660.189,28160.041,29160.133,973.39
12769,2367.007,2275.59,2458.234,0.0
12770,2601.654,2501.922,2700.638,0.0
12772,5590.44,5386.613,5787.882,0.0
12775,8494.523,8389.437,8606.719,292.89750000000004
12778,6113.75,5887.658,6338.004,137.55
12779,18535.517,18336.535,18751.123,607.2333333333333
12781,3823.354,3736.213,3908.792,277.48
12782,10721.381,10617.883,10825.669,466.855
12783,22875.066,22575.269,23267.764,421.6166666666666
12784,11200.674,10520.898,11870.846,56.0
12785,1683.673,1616.689,1749.974,0.0
12787,5681.0,5457.349,5910.636,152.78
12789,5346.376,5155.144,5536.82,0.0
12790,2778.739,2673.51,2884.429,0.0
12791,1649.655,1583.846,1714.686,0.0
12792,2237.288,2152.078,2325.577,0.0
12793,3604.776,3530.397,3675.709,413.68
12794,10696.879,10439.569,10967.838,543.41
12795,8125.193,7816.464,8401.755,0.0
12797,1679.824,1612.972,1745.982,0.0
12798,44658.067,42164.448,46929.512,2685.0
12802,2843.248,2734.625,2950.132,0.0
12808,3614.497,3499.263,3749.214,177.125
12809,2945.832,2834.362,3056.53,0.0
12811,4053.834,3881.134,4237.32,137.3
12812,6310.665,6080.723,6531.196,0.0
12814,4236.642,4078.729,4388.628,0.0
12815,6131.32,6009.689,6260.767,448.1
12816,5318.563,5193.956,5453.491,253.55
12817,2079.043,1999.531,2161.699,0.0
12818,2203.741,2119.724,2290.796,0.0
12820,6115.069,5999.184,6228.223,257.29333333333335
12821,2565.325,2467.412,2663.57,0.0
12822,8335.446,8128.577,8538.713,257.98
12823,10321.397,10232.983,10415.525,363.375
12824,5590.44,5386.613,5787.882,0.0
12826,8280.725,8135.097,8431.168,219.95333333333335
12827,11428.452,10782.625,12034.932,106.2
12828,12615.915,12200.511,13022.18,158.342
12829,2870.006,2786.64,2958.992,207.25
12830,40582.906,39569.07,41700.233,1148.2
12831,2197.152,2113.34,2283.964,0.0
12832,6347.511,6073.767,6638.223,115.23
12833,3379.349,3253.859,3505.384,0.0
12834,2073.177,1993.899,2155.615,0.0
12836,11280.059,11088.746,11467.023,588.7233333333334
12837,2993.84,2880.905,3106.301,0.0
12838,3117.222,3050.522,3186.716,292.34000000000003
12839,26374.512,26273.514,26510.68,399.1392307692308
12840,15169.652,14884.725,15437.732,624.2333333333332
12841,19391.88,19157.746,19626.088,159.56173913043477
12842,5997.672,5773.565,6214.577,808.26
12843,12497.687,12307.62,12699.597,228.53
12844,5650.758,5434.934,5864.869,151.08
12845,4187.203,3945.063,4414.518,96.33333333333333
12847,7780.978,7492.047,8049.191,0.0
12849,4353.49,4263.769,4434.321,346.39
12851,4362.403,4202.528,4520.659,0.0
12852,2005.288,1928.231,2085.194,0.0
12853,9443.027,9198.789,9703.585,738.35
12854,6814.134,6714.405,6920.966,467.3
12855,1653.367,1587.429,1718.537,0.0
12856,33248.262,32878.338,33849.436,357.238
12857,3765.816,3688.871,3847.302,304.8
12863,5904.933,5691.685,6111.762,0.0
12864,3491.756,3362.556,3621.5,0.0
12865,9713.426,9442.988,9960.618,586.85
12866,2067.345,1988.299,2149.566,0.0
12867,19033.198,18828.958,19257.334,608.1883333333334
12868,8426.854,8322.346,8528.156,280.75200000000007
12871,4698.15,4587.035,4821.935,248.64
12872,2893.421,2812.513,2976.152,221.44
12873,2073.177,1993.899,2155.615,0.0
12875,2228.245,2099.525,2362.972,49.470000000000006
12876,12907.129,12150.991,13607.197,1491.59
12877,8920.857,8680.71,9170.873,125.97363636363637
12878,5368.425,5234.761,5497.794,539.81
12879,10623.848,10325.518,10935.535,216.35999999999996
12881,2114.945,2034.002,2198.723,0.0
12882,24644.656,23533.276,25776.678,991.1999999999999
12883,9882.281,9683.27,10080.244,411.84000000000003
12884,4579.926,4407.983,4741.187,0.0
12885,9058.475,8859.054,9276.055,512.92
12886,6612.192,6426.562,6787.069,603.4
12888,3124.881,2972.561,3293.779,81.36
12890,7619.583,7333.945,7879.851,0.0
12891,4038.418,3876.876,4216.954,144.5
12893,7173.225,6914.966,7427.15,0.0
12895,6716.468,6411.334,7035.039,105.0
12897,2769.412,2634.792,2912.06,87.7
12901,100320.458,99681.588,101169.141,811.687
12902,2184.091,2100.996,2270.642,0.0
12904,5485.953,5365.534,5622.959,264.89
12906,17180.54,16456.983,17960.547,983.22
12908,4240.737,4155.899,4328.348,432.0
12909,10251.248,10146.723,10362.803,415.17333333333335
12910,17925.211,17760.009,18092.519,470.96400000000006
12912,31936.079,31485.436,32651.875,336.06
12913,11326.488,11191.349,11450.823,516.5025
12915,2624.266,2529.024,2717.903,164.0
12916,12851.949,12581.038,13120.991,714.8000000000001
12917,3665.957,3530.863,3801.386,0.0
12919,13316.864,13060.169,13586.769,225.798
12920,8216.059,7919.713,8512.083,0.0
12921,76184.741,75789.639,76673.635,727.37
12922,3147.734,3030.544,3266.029,0.0
12923,5385.563,5193.294,5577.705,0.0
12924,6574.699,6479.121,6674.281,290.58666666666664
12925,9876.641,9681.017,10096.581,325.74
12928,9787.463,9703.728,9870.021,417.59000000000003
12929,1916.386,1842.201,1992.958,0.0
12930,5006.007,4844.753,5159.424,194.24
12931,191081.403,188182.831,194324.951,3639.32
12933,5217.15,5095.186,5329.204,248.39
12935,11219.768,11131.122,11314.708,345.81399999999996
12936,9494.677,9055.379,9925.204,132.72
12937,10059.734,9954.538,10171.333,428.9466666666667
12938,7541.371,7260.551,7800.502,0.0
12939,49005.569,47693.379,50334.026,1929.7199999999998
12940,11531.079,11251.339,11832.436,552.27
12942,3937.678,3832.025,4052.485,212.575
12944,3358.498,3291.434,3429.944,317.56
12945,2038.668,1960.545,2119.82,0.0
12947,7323.923,7200.243,7464.8,230.6
12948,12962.035,12807.961,13106.794,282.19166666666666
12949,18758.203,18458.355,19076.505,658.23
12950,38980.839,37673.993,40324.357,765.7
12951,6754.374,6569.25,6942.067,175.07600000000002
12952,14277.649,14029.85,14522.438,328.125
12953,9023.371,8679.213,9339.728,0.0
12955,28204.551,28031.565,28429.817,472.1488888888889
12956,1941.704,1866.696,2019.228,0.0
12957,19786.909,19564.719,20005.679,600.6433333333333
12962,5653.148,5389.93,5934.517,95.85000000000001
12963,9054.582,8929.206,9187.117,248.47166666666666
12965,4551.556,4380.78,4711.979,0.0
12966,9023.371,8679.213,9339.728,0.0
12967,3131.536,3064.54,3201.383,292.5
12968,3983.97,3836.265,4128.763,0.0
12970,4117.651,4035.226,4202.424,428.44
12971,53099.607,52848.288,53344.466,157.2846376811594
12974,2727.175,2623.187,2830.514,0.0
12976,2592.476,2493.019,2691.106,0.0
12977,3216.628,3096.969,3337.24,0.0
12980,32541.058,32143.181,32937.834,810.6975
12981,5854.435,5652.194,6036.246,185.04
12982,2336.897,2246.418,2427.05,0.0
12984,8125.193,7816.464,8401.755,0.0
12985,17145.824,16731.68,17616.734,485.0
12987,4909.528,4794.606,5034.499,254.4
12988,2016.292,1938.883,2096.609,0.0
12989,32691.376,32449.986,32934.483,594.3645454545455
12990,3959.228,3810.978,4122.22,156.0
12991,6663.308,6463.962,6872.846,200.2
12993,4218.271,3984.263,4433.331,103.95333333333333
12994,5985.365,5888.263,6087.891,298.15999999999997
12995,4667.197,4494.277,4832.876,0.0
12997,6985.408,6894.026,7079.626,307.11333333333334
12999,3746.415,3487.877,3983.028,67.8
13000,3558.376,3429.18,3691.584,166.54999999999998
13001,48450.872,48033.661,48903.81,750.2891666666668
13002,1882.029,1807.539,1955.684,0.0
13003,3859.034,3568.442,4152.278,45.0
13004,27429.932,27319.788,27570.475,350.81733333333335
13005,3598.665,3463.751,3735.804,152.25
13006,5721.024,5513.652,5922.149,0.0
13008,1858.233,1784.715,1931.011,0.0
13011,1653.367,1587.429,1718.537,0.0
13012,7313.005,7101.367,7517.88,171.156
13013,17317.156,17200.485,17435.487,298.41818181818184
13014,19570.627,19437.819,19712.281,325.35555555555555
13015,18864.902,18371.699,19357.515,893.8366666666667
13016,7744.924,7586.493,7888.59,364.64
13017,9250.621,8894.984,9571.918,0.0
13018,41605.045,41461.187,41837.227,365.60526315789474
13021,13745.625,13659.666,13835.449,351.29
13023,7418.511,7262.166,7553.599,353.5
13026,7811.27,7653.237,7986.839,222.75
13027,27505.762,26923.701,28093.955,1094.4
13028,12015.508,11744.544,12303.072,305.38
13029,5952.379,5867.457,6033.924,432.5
13030,3464.727,3394.973,3531.07,371.74
13032,11114.22,10862.044,11380.897,513.88
13033,1711.116,1643.19,1778.441,0.0
13034,3869.353,3785.422,3955.853,476.90999999999997
13035,5589.871,5448.308,5733.313,563.6800000000001
13037,6396.351,6296.023,6492.255,315.325
13038,5200.596,5089.468,5311.314,256.68000000000006
13040,14505.679,14191.725,14859.675,373.74
13043,2127.189,2045.758,2211.42,0.0
13044,2021.84,1944.254,2102.364,0.0
13045,4286.066,4127.715,4441.12,0.0
13046,4815.066,4718.368,4913.034,431.59000000000003
13047,14887.581,14800.567,14974.947,402.5585714285714
13048,8888.593,8787.647,8989.585,452.76666666666665
13049,4490.004,4392.033,4599.503,502.9
13050,27495.189,27377.707,27630.437,336.809375
13052,2583.362,2484.28,2681.708,0.0
13055,8365.482,8046.515,8701.637,869.55
13058,6050.059,5739.415,6355.615,111.925
13059,2286.008,2199.455,2376.312,0.0
13060,2257.912,2172.22,2347.183,0.0
13061,5087.266,4905.643,5271.027,0.0
13062,2789.286,2683.635,2895.341,0.0
13064,6786.052,6696.463,6878.585,305.3966666666667
13065,1649.655,1583.846,1714.686,0.0
13066,13075.472,12740.063,13413.769,279.09000000000003
13067,4757.858,4581.468,4926.296,0.0
13068,3045.936,2944.313,3149.353,179.0
13069,18155.386,17946.789,18357.922,188.9961111111111
13070,2778.739,2673.51,2884.429,0.0
13072,2171.185,2088.513,2257.259,0.0
13075,3647.758,3513.477,3782.597,0.0
13077,3888.422,3779.982,4003.808,207.77500000000003
13078,58821.665,58627.23,59113.434,500.9045833333334
13079,6444.493,5945.63,6963.341,49.075
13080,2922.401,2811.727,3032.31,0.0
13081,119357.947,116914.469,121834.771,3239.91875
13082,18052.077,17881.061,18220.695,539.0316666666666
13083,7292.284,6968.142,7627.634,111.36
13085,3051.568,2935.857,3181.848,137.98000000000002
13089,271583.672,270923.381,272397.258,923.3754838709677
13090,42281.139,41933.713,42653.639,729.185
13091,7316.083,7046.148,7568.805,0.0
13092,3523.795,3295.563,3766.838,68.595
13093,33361.546,32637.634,34118.051,1172.1783333333333
13094,3825.889,3645.722,3996.474,125.44000000000001
13095,5158.698,4975.709,5346.312,0.0
13097,28536.82,28217.633,28844.938,706.39
13098,151960.04,150984.534,153085.08,1129.3455999999999
13099,4286.066,4127.715,4441.12,0.0
13101,2397.902,2305.529,2490.23,0.0
13102,29745.028,29610.851,29902.256,307.14578947368426
13103,6593.836,6351.448,6820.731,0.0
13104,6932.121,6776.553,7094.078,199.344
13106,3576.736,3444.714,3709.263,0.0
13107,6913.276,6832.847,7000.707,321.5933333333333
13108,1653.367,1587.429,1718.537,0.0
13109,6990.029,6849.409,7124.088,416.69
13110,8836.269,8694.818,8984.965,243.42400000000004
13113,57743.811,57525.728,58060.108,536.7368181818182
13115,14151.645,13980.18,14333.296,466.57666666666665
13116,3491.756,3362.556,3621.5,0.0
13117,5800.031,5573.808,6031.437,111.82714285714285
13118,7638.046,7541.085,7737.298,312.84666666666664
13120,2367.007,2275.59,2458.234,0.0
13121,2152.109,2070.032,2237.477,0.0
13122,2927.894,2736.847,3132.213,18.72
13124,13316.664,12733.764,13830.199,1305.005
13126,10577.23,10477.155,10671.085,305.47499999999997
13127,4917.051,4738.843,5093.848,0.0
13130,4414.823,4252.845,4574.782,0.0
13131,8933.229,8814.221,9057.21,374.20000000000005
13132,2203.741,2119.724,2290.796,0.0
13133,2608.116,2463.967,2761.204,57.45
13134,10328.891,10077.77,10536.761,621.19
13135,2737.334,2633.588,2841.589,0.0
13136,16988.718,16640.475,17327.306,677.7166666666667
13137,20648.563,20504.071,20823.999,490.3542857142857
13138,5647.576,5460.326,5825.784,153.832
13139,30559.839,29964.351,31166.168,931.088
13140,3252.84,3113.228,3408.42,132.10500000000002
13141,11644.103,11444.664,11863.83,621.3933333333333
